train_17,partly_cloudy primary
train_22,partly_cloudy primary
train_24,conventional_mine partly_cloudy primary
train_27,agriculture partly_cloudy primary water
train_29,partly_cloudy primary
train_33,agriculture cultivation partly_cloudy primary
train_37,partly_cloudy primary
train_55,partly_cloudy primary road water
train_74,agriculture partly_cloudy primary road
train_76,partly_cloudy primary
train_80,agriculture partly_cloudy primary road
train_88,partly_cloudy primary
train_90,agriculture partly_cloudy primary road
train_91,partly_cloudy primary
train_99,partly_cloudy primary
train_107,partly_cloudy primary
train_121,partly_cloudy primary water
train_130,partly_cloudy primary
train_141,partly_cloudy primary water
train_143,partly_cloudy primary water
train_144,agriculture partly_cloudy primary selective_logging
train_145,partly_cloudy primary
train_150,agriculture partly_cloudy primary
train_157,agriculture partly_cloudy primary
train_160,partly_cloudy primary
train_161,partly_cloudy primary
train_162,agriculture partly_cloudy primary
train_167,agriculture habitation partly_cloudy primary road
train_182,partly_cloudy primary
train_184,partly_cloudy primary
train_191,partly_cloudy primary
train_193,partly_cloudy primary
train_194,partly_cloudy primary
train_206,partly_cloudy primary
train_210,partly_cloudy primary
train_212,partly_cloudy primary
train_220,partly_cloudy primary
train_230,agriculture bare_ground habitation partly_cloudy primary road
train_231,partly_cloudy primary
train_249,partly_cloudy primary
train_259,partly_cloudy primary
train_265,partly_cloudy primary
train_267,partly_cloudy primary
train_276,partly_cloudy primary
train_280,partly_cloudy primary
train_282,partly_cloudy primary
train_283,partly_cloudy primary water
train_287,partly_cloudy primary
train_292,agriculture partly_cloudy primary
train_305,partly_cloudy primary
train_306,partly_cloudy primary
train_308,agriculture cultivation partly_cloudy primary road water
train_312,partly_cloudy primary
train_320,partly_cloudy primary
train_323,partly_cloudy primary
train_328,agriculture partly_cloudy primary road
train_331,partly_cloudy primary
train_334,partly_cloudy primary road water
train_340,partly_cloudy road water
train_342,agriculture partly_cloudy primary road
train_347,partly_cloudy primary road water
train_353,agriculture habitation partly_cloudy primary road
train_359,agriculture partly_cloudy primary
train_361,agriculture partly_cloudy primary road
train_365,partly_cloudy primary
train_377,partly_cloudy primary
train_384,partly_cloudy primary
train_385,agriculture cultivation habitation partly_cloudy primary road
train_395,partly_cloudy primary
train_400,agriculture partly_cloudy primary water
train_402,partly_cloudy primary selective_logging
train_409,partly_cloudy primary
train_434,agriculture partly_cloudy primary
train_440,partly_cloudy primary
train_441,agriculture partly_cloudy primary road water
train_445,cultivation partly_cloudy primary water
train_452,partly_cloudy water
train_461,agriculture habitation partly_cloudy primary
train_474,agriculture partly_cloudy primary water
train_481,partly_cloudy primary
train_482,partly_cloudy primary
train_492,partly_cloudy primary
train_500,partly_cloudy primary
train_505,partly_cloudy primary
train_506,partly_cloudy primary
train_507,agriculture partly_cloudy primary
train_510,partly_cloudy primary
train_517,partly_cloudy primary water
train_520,agriculture cultivation partly_cloudy primary
train_523,agriculture habitation partly_cloudy primary road
train_526,partly_cloudy primary
train_527,agriculture partly_cloudy primary
train_532,agriculture cultivation partly_cloudy primary road
train_539,agriculture habitation partly_cloudy primary road
train_540,agriculture habitation partly_cloudy primary road
train_541,agriculture cultivation partly_cloudy primary water
train_542,partly_cloudy primary
train_550,partly_cloudy primary
train_551,partly_cloudy primary
train_553,agriculture partly_cloudy primary road
train_563,partly_cloudy primary
train_571,partly_cloudy primary
train_576,partly_cloudy primary
train_579,partly_cloudy primary
train_589,agriculture partly_cloudy primary
train_596,partly_cloudy primary
train_598,partly_cloudy primary water
train_608,agriculture partly_cloudy primary
train_614,partly_cloudy primary water
train_620,partly_cloudy primary
train_647,partly_cloudy primary
train_648,partly_cloudy primary
train_659,blooming partly_cloudy primary
train_672,agriculture partly_cloudy primary
train_674,partly_cloudy primary
train_675,agriculture partly_cloudy primary
train_678,agriculture partly_cloudy primary road
train_684,partly_cloudy primary
train_692,partly_cloudy primary
train_706,partly_cloudy primary
